prompt,temperature,dataset,ka_mean
"If a political scientist looked at the above sentence, she would have to decide which stance she would take towards Donald Trump. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.3,stance_long,0.7001586226796395
"If a political scientist looked at the above sentence, she would have to decide which stance she would take towards Donald Trump. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.3,stance_long,0.6978320332154102
"If a political scientist looked at the above sentence, what stance would she make towards Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.3,stance_long,0.7001586226796395
"If a political scientist looked at the above sentence, what stance would she make towards Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.3,stance_long,0.6978320332154102
"If a political scientist looked at the above sentence, what stance would she take towards Donald Trump. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.3,stance_long,0.7001586226796395
"If a political scientist looked at the above sentence, what stance would she take towards Donald Trump. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.3,stance_long,0.6978320332154102
"If a political scientist looked at the above sentence, what stance would she take towards Donald trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.3,stance_long,0.7001586226796395
"If a political scientist looked at the above sentence, what stance would she take towards Donald trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.3,stance_long,0.6978320332154102
"If a political scientist looked at the above sentence, she would have to decide which stance she would take toward Donald Trump. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.3,stance_long,0.7001586226796395
"If a political scientist looked at the above sentence, she would have to decide which stance she would take toward Donald Trump. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.3,stance_long,0.6978320332154102
"If a political scientist looked at the above sentence, she would have to decide which stance she would hold towards Donald Trump. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.3,stance_long,0.7001586226796395
"If a political scientist looked at the above sentence, she would have to decide which stance she would hold towards Donald Trump. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.3,stance_long,0.6978320332154102
"If a political scientist looked at the above sentence, what stance would she take towardsDonald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.3,stance_long,0.7001586226796395
"If a political scientist looked at the above sentence, what stance would she take towardsDonald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.3,stance_long,0.6978320332154102
"The text provided come from some tweets about Donald Trump. If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.5,stance_long,0.6818080868031107
"The text provided come from some tweets about Donald Trump. If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.5,stance_long,0.6708346990589752
"Which stance would a political scientist take towards Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.5,stance_long,0.6818080868031107
"Which stance would a political scientist take towards Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.5,stance_long,0.6708346990589752
"Which stance would a political scientist hold towards Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.5,stance_long,0.6818080868031107
"Which stance would a political scientist hold towards Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.5,stance_long,0.6708346990589752
"Which stance would a political scientist take if she considered the above sentence? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.5,stance_long,0.6818080868031107
"Which stance would a political scientist take if she considered the above sentence? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.5,stance_long,0.6708346990589752
"Which stance would a political scientist take towards Donald Trump if she were to consider the above sentence? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.5,stance_long,0.6818080868031107
"Which stance would a political scientist take towards Donald Trump if she were to consider the above sentence? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.5,stance_long,0.6708346990589752
"Which stance would a political scientist take if she read the above sentence? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.5,stance_long,0.6818080868031107
"Which stance would a political scientist take if she read the above sentence? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.5,stance_long,0.6708346990589752
"Which stance would a political scientist take towards Donald Trump if she were to look at the above sentence? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.5,stance_long,0.6818080868031107
"Which stance would a political scientist take towards Donald Trump if she were to look at the above sentence? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.5,stance_long,0.6708346990589752
"Which stance would a political scientist take towards Donald Trump if she were to consider this sentence? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.5,stance_long,0.6818080868031107
"Which stance would a political scientist take towards Donald Trump if she were to consider this sentence? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.5,stance_long,0.6708346990589752
"Which stance would a political scientist take towards Donald Trump if she were to consider it? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.5,stance_long,0.6818080868031107
"Which stance would a political scientist take towards Donald Trump if she were to consider it? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.5,stance_long,0.6708346990589752
"Which stance would a political scientist take towards Donald Trump if she were to consider that sentence? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.5,stance_long,0.6818080868031107
"Which stance would a political scientist take towards Donald Trump if she were to consider that sentence? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.5,stance_long,0.6708346990589752
"Which stance would a political scientist take towards Donald Trump if she were to consider the above statement? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.5,stance_long,0.6818080868031107
"Which stance would a political scientist take towards Donald Trump if she were to consider the above statement? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.5,stance_long,0.6708346990589752
"The text provided come from some tweets about Donald Trump. If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.7,stance_long,0.3535611177515966
"The text provided come from some tweets about Donald Trump. If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.7,stance_long,0.3582182593287436
"If a political scientist considered the above sentence, which stance would she say was in favor of Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.7,stance_long,0.3535611177515966
"If a political scientist considered the above sentence, which stance would she say was in favor of Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.7,stance_long,0.3582182593287436
"If a political scientist considered the above sentence, which stance would she say was in support of Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.7,stance_long,0.3535611177515966
"If a political scientist considered the above sentence, which stance would she say was in support of Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.7,stance_long,0.3582182593287436
"If a political scientist considered the above sentence, which stance would she say was in favour of Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.7,stance_long,0.3535611177515966
"If a political scientist considered the above sentence, which stance would she say was in favour of Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.7,stance_long,0.3582182593287436
"If a political scientist considered the above sentence, which stance would she say it held toward Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.7,stance_long,0.3535611177515966
"If a political scientist considered the above sentence, which stance would she say it held toward Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.7,stance_long,0.3582182593287436
"If a political scientist considered the above sentence, which stance would she say was in keeping with Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.7,stance_long,0.3535611177515966
"If a political scientist considered the above sentence, which stance would she say was in keeping with Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.7,stance_long,0.3582182593287436
"If a political scientist considered the above sentence, which stance would she use towards Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.7,stance_long,0.3535611177515966
"If a political scientist considered the above sentence, which stance would she use towards Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.7,stance_long,0.3582182593287436
"If a political scientist considered the above sentence, which position would she take towards Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.7,stance_long,0.3535611177515966
"If a political scientist considered the above sentence, which position would she take towards Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.7,stance_long,0.3582182593287436
"If a political scientist considered the above sentence, which stance would she say was in favor of Donald Trump. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.7,stance_long,0.3535611177515966
"If a political scientist considered the above sentence, which stance would she say was in favor of Donald Trump. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.7,stance_long,0.3582182593287436
"If a political scientist considered the above sentence, which stance would she say was in favor of Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.7,stance_long,0.3535611177515966
"If a political scientist considered the above sentence, which stance would she say was in favor of Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.7,stance_long,0.3582182593287436
"If a political scientist considered the above sentence, which stance would she say was in tune with Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.7,stance_long,0.3535611177515966
"If a political scientist considered the above sentence, which stance would she say was in tune with Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.7,stance_long,0.3582182593287436
"The text provided come from some tweets about Donald Trump. If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.9,stance_long,0.5057637617224369
"The text provided come from some tweets about Donald Trump. If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.9,stance_long,0.5041869712898374
"If a political scientist considers the above sentence, which stance would she say held towards Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.9,stance_long,0.5057637617224369
"If a political scientist considers the above sentence, which stance would she say held towards Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.9,stance_long,0.5041869712898374
"If a political scientist considers the above sentence, which stance would she say was in favor of Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.9,stance_long,0.5057637617224369
"If a political scientist considers the above sentence, which stance would she say was in favor of Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.9,stance_long,0.5041869712898374
"If a political scientist considers the above sentence, which stance would she say held against Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.9,stance_long,0.5057637617224369
"If a political scientist considers the above sentence, which stance would she say held against Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.9,stance_long,0.5041869712898374
"If a political scientist considers the above sentence, which stance would she say held towards Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.9,stance_long,0.5057637617224369
"If a political scientist considers the above sentence, which stance would she say held towards Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.9,stance_long,0.5041869712898374
"If a political scientist considers the above sentence, which stance would she use to support Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.9,stance_long,0.5057637617224369
"If a political scientist considers the above sentence, which stance would she use to support Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.9,stance_long,0.5041869712898374
"If a political scientist considers the above sentence, which stance would she say held towards Donald Trump. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.9,stance_long,0.5057637617224369
"If a political scientist considers the above sentence, which stance would she say held towards Donald Trump. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.9,stance_long,0.5041869712898374
"If a political scientist considers the above sentence, which stance would she say was in favor of Donald trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.9,stance_long,0.5057637617224369
"If a political scientist considers the above sentence, which stance would she say was in favor of Donald trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.9,stance_long,0.5041869712898374
"If a political scientist considers the above sentence, which stance would she say was in favor of Donald Trump. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.9,stance_long,0.5057637617224369
"If a political scientist considers the above sentence, which stance would she say was in favor of Donald Trump. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.9,stance_long,0.5041869712898374
"If a political scientist considers the above sentence, which stance would she say held towards Donald Trump [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.9,stance_long,0.5057637617224369
"If a political scientist considers the above sentence, which stance would she say held towards Donald Trump [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.9,stance_long,0.5041869712898374
"If a political scientist considers the above sentence, which stance would she say held towards Donald? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.9,stance_long,0.5057637617224369
"If a political scientist considers the above sentence, which stance would she say held towards Donald? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",2.9,stance_long,0.5041869712898374
"The text provided come from some tweets about Donald Trump. If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.1,stance_long,0.5531058868793358
"The text provided come from some tweets about Donald Trump. If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.1,stance_long,0.5575581466407573
"If a political scientist looked at the above sentence and considered it for Donald Trump, which stance would she say was in favor of him? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.1,stance_long,0.5531058868793358
"If a political scientist looked at the above sentence and considered it for Donald Trump, which stance would she say was in favor of him? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.1,stance_long,0.5575581466407573
"If a political scientist considered the above sentence, would she say no to Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.1,stance_long,0.5531058868793358
"If a political scientist considered the above sentence, would she say no to Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.1,stance_long,0.5575581466407573
"If a political scientist looked at the above sentence and considered it for Donald Trump, which stance would she say it held towards him? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.1,stance_long,0.5531058868793358
"If a political scientist looked at the above sentence and considered it for Donald Trump, which stance would she say it held towards him? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.1,stance_long,0.5575581466407573
"If a political scientist looked at the above sentence and considered it for Donald Trump, which stance would she make? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.1,stance_long,0.5531058868793358
"If a political scientist looked at the above sentence and considered it for Donald Trump, which stance would she make? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.1,stance_long,0.5575581466407573
"If a political scientist looked at the above sentence and considered it for Donald Trump, which stance would she say it held against him? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.1,stance_long,0.5531058868793358
"If a political scientist looked at the above sentence and considered it for Donald Trump, which stance would she say it held against him? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.1,stance_long,0.5575581466407573
"If a political scientist looked at the above sentence and considered it for Donald Trump, which stance would she say was held against him? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.1,stance_long,0.5531058868793358
"If a political scientist looked at the above sentence and considered it for Donald Trump, which stance would she say was held against him? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.1,stance_long,0.5575581466407573
"If a political scientist looked at the above sentence and considered it for Donald Trump, which stance would she say it held toward him? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.1,stance_long,0.5531058868793358
"If a political scientist looked at the above sentence and considered it for Donald Trump, which stance would she say it held toward him? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.1,stance_long,0.5575581466407573
"If a political scientist looked at the above sentence and considered it for Donald Trump, which stance would she say was held toward him? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.1,stance_long,0.5531058868793358
"If a political scientist looked at the above sentence and considered it for Donald Trump, which stance would she say was held toward him? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.1,stance_long,0.5575581466407573
"If a political scientist looked at the above sentence and considered it for Donald Trump, which stance would she say held toward him? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.1,stance_long,0.5531058868793358
"If a political scientist looked at the above sentence and considered it for Donald Trump, which stance would she say held toward him? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.1,stance_long,0.5575581466407573
"If a political scientist looked at the above sentence and considered it for Donald Trump, which stance would she say was in favor of him. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.1,stance_long,0.5531058868793358
"If a political scientist looked at the above sentence and considered it for Donald Trump, which stance would she say was in favor of him. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.1,stance_long,0.5575581466407573
"The text provided come from some tweets about Donald Trump. If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.3,stance_long,0.6593790808491853
"The text provided come from some tweets about Donald Trump. If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.3,stance_long,0.6632653744275672
"Which stance would the political scientist take if she were considering the above sentence? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.3,stance_long,0.6593790808491853
"Which stance would the political scientist take if she were considering the above sentence? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.3,stance_long,0.6632653744275672
"Which stance would the political scientist take if she had to make a decision regarding Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.3,stance_long,0.6593790808491853
"Which stance would the political scientist take if she had to make a decision regarding Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.3,stance_long,0.6632653744275672
"Which stance would the political scientist take if she had to make a decision about whether to back Donald Trump or not? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.3,stance_long,0.6593790808491853
"Which stance would the political scientist take if she had to make a decision about whether to back Donald Trump or not? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.3,stance_long,0.6632653744275672
"Which stance would the political scientist take if she had to make a decision over which stance to take towards Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.3,stance_long,0.6593790808491853
"Which stance would the political scientist take if she had to make a decision over which stance to take towards Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.3,stance_long,0.6632653744275672
"Which stance would the political scientist take if she had to make a decision about whether to support or against Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.3,stance_long,0.6593790808491853
"Which stance would the political scientist take if she had to make a decision about whether to support or against Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.3,stance_long,0.6632653744275672
"Which stance would the political scientist take if she had to make a decision regarding Donald Trump. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.3,stance_long,0.6593790808491853
"Which stance would the political scientist take if she had to make a decision regarding Donald Trump. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.3,stance_long,0.6632653744275672
"Which stance would the political scientist take if she had to make a decision about whether to back Donald Trump or not. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.3,stance_long,0.6593790808491853
"Which stance would the political scientist take if she had to make a decision about whether to back Donald Trump or not. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.3,stance_long,0.6632653744275672
"Which stance would the political scientist take if she were given this text? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.3,stance_long,0.6593790808491853
"Which stance would the political scientist take if she were given this text? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.3,stance_long,0.6632653744275672
"Which stance would the political scientist take if she had to make a decision over which stance to take towards Donald TRUMP? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.3,stance_long,0.6593790808491853
"Which stance would the political scientist take if she had to make a decision over which stance to take towards Donald TRUMP? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.3,stance_long,0.6632653744275672
"Which stance would the political scientist take if she had to make a decision regarding Donald Trump [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.3,stance_long,0.6593790808491853
"Which stance would the political scientist take if she had to make a decision regarding Donald Trump [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.3,stance_long,0.6632653744275672
"The text provided come from some tweets about Donald Trump. If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.5,stance_long,0.4198168584174705
"The text provided come from some tweets about Donald Trump. If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.5,stance_long,0.4121375657978998
"If a political scientist looked at the above sentence, she would have to decide if her stance was towards Donald Trump. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.5,stance_long,0.4198168584174705
"If a political scientist looked at the above sentence, she would have to decide if her stance was towards Donald Trump. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.5,stance_long,0.4121375657978998
"If a political scientist looked at the above sentence, she would have to decide whether to back Donald Trump. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.5,stance_long,0.4198168584174705
"If a political scientist looked at the above sentence, she would have to decide whether to back Donald Trump. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.5,stance_long,0.4121375657978998
"If a political scientist looked at the above sentence, she would have to decide if her stance was towards Donald TRUMP or the other way around. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.5,stance_long,0.4198168584174705
"If a political scientist looked at the above sentence, she would have to decide if her stance was towards Donald TRUMP or the other way around. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.5,stance_long,0.4121375657978998
"If a political scientist looked at the above sentence, she would have to decide if her stance was towards Donald TRUMP or not. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.5,stance_long,0.4198168584174705
"If a political scientist looked at the above sentence, she would have to decide if her stance was towards Donald TRUMP or not. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.5,stance_long,0.4121375657978998
"If a political scientist looked at the above sentence, she would have to decide which stance she thought was in alignment with Donald Trump. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.5,stance_long,0.4198168584174705
"If a political scientist looked at the above sentence, she would have to decide which stance she thought was in alignment with Donald Trump. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.5,stance_long,0.4121375657978998
"If a political scientist looked at the above sentence, she would have to decide if her stance was towards Donald Trump and/or not. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.5,stance_long,0.4198168584174705
"If a political scientist looked at the above sentence, she would have to decide if her stance was towards Donald Trump and/or not. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.5,stance_long,0.4121375657978998
"If a political scientist looked at the above sentence, she would have to decide if her stance was towards Donald Trump [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.5,stance_long,0.4198168584174705
"If a political scientist looked at the above sentence, she would have to decide if her stance was towards Donald Trump [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.5,stance_long,0.4121375657978998
"If a political scientist looked at the above sentence, she would have to decide [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.5,stance_long,0.4198168584174705
"If a political scientist looked at the above sentence, she would have to decide [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.5,stance_long,0.4121375657978998
"If a political scientist looked at the above sentence, she would have to decide whether to back Donald Trump or socialism. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.5,stance_long,0.4198168584174705
"If a political scientist looked at the above sentence, she would have to decide whether to back Donald Trump or socialism. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.5,stance_long,0.4121375657978998
"If a political scientist looked at the above sentence, she would have to decide if her stance was towards Donald Trump and/ or not. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.5,stance_long,0.4198168584174705
"If a political scientist looked at the above sentence, she would have to decide if her stance was towards Donald Trump and/ or not. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.5,stance_long,0.4121375657978998
"The text provided come from some tweets about Donald Trump. If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.7,stance_long,0.5052288812546537
"The text provided come from some tweets about Donald Trump. If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.7,stance_long,0.5083870569413502
"If a political scientist considered the above sentence, what stanced would she say held towards Donald Trump. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.7,stance_long,0.5052288812546537
"If a political scientist considered the above sentence, what stanced would she say held towards Donald Trump. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.7,stance_long,0.5083870569413502
"If a political scientist considered the above sentence, she would tell Donald Trump to stay away from her. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.7,stance_long,0.5052288812546537
"If a political scientist considered the above sentence, she would tell Donald Trump to stay away from her. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.7,stance_long,0.5083870569413502
"If a political scientist considered the above sentence, she would tell you what stance she took towards Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.7,stance_long,0.5052288812546537
"If a political scientist considered the above sentence, she would tell you what stance she took towards Donald Trump? [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.7,stance_long,0.5083870569413502
"If a political scientist considered the above sentence, she would tell Donald Trump what to say. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.7,stance_long,0.5052288812546537
"If a political scientist considered the above sentence, she would tell Donald Trump what to say. [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.7,stance_long,0.5083870569413502
"If a political scientist considered the above sentence, she would tell you what stance she took towards Donald Trump [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.7,stance_long,0.5052288812546537
"If a political scientist considered the above sentence, she would tell you what stance she took towards Donald Trump [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.7,stance_long,0.5083870569413502
"If a political scientist considered the above sentence, she would tell you what stance she held towards Donald [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.7,stance_long,0.5052288812546537
"If a political scientist considered the above sentence, she would tell you what stance she held towards Donald [Respond 0 for negative, 1 for positive, and 2 for none. Respond nothing else.]",3.7,stance_long,0.5083870569413502
