V201549x,V202022,V201452,V201507x,V201600,V202406,V201007d,profile
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 54 years old.,I am a woman.,I am not very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 54 years old. I am a woman. I am not very interested in politics."
"Racially, I am hispanic.",I like to discuss politics with my family and friends.,I do not attend church.,I am 71 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am hispanic. I like to discuss politics with my family and friends. I do not attend church. I am 71 years old. I am a man. I am somewhat interested in politics."
"Racially, I am black.",I like to discuss politics with my family and friends.,I do not attend church.,I am 42 years old.,I am a woman.,I am not at all interested in politics.,,"Racially, I am black. I like to discuss politics with my family and friends. I do not attend church. I am 42 years old. I am a woman. I am not at all interested in politics."
"Racially, I am white.",,I do not attend church.,I am 58 years old.,I am a man.,,,"Racially, I am white. I do not attend church. I am 58 years old. I am a man."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 58 years old.,I am a woman.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 58 years old. I am a woman. I am very interested in politics."
"Racially, I am white.",I never discuss politics with my family or friends.,I do not attend church.,I am 40 years old.,I am a woman.,I am not very interested in politics.,,"Racially, I am white. I never discuss politics with my family or friends. I do not attend church. I am 40 years old. I am a woman. I am not very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 19 years old.,I am a man.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 19 years old. I am a man. I am very interested in politics."
"Racially, I am white.",,I attend church.,I am 34 years old.,I am a woman.,,,"Racially, I am white. I attend church. I am 34 years old. I am a woman."
"Racially, I am black.",I like to discuss politics with my family and friends.,I attend church.,I am 53 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am black. I like to discuss politics with my family and friends. I attend church. I am 53 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 72 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 72 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 44 years old.,I am a woman.,I am not very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 44 years old. I am a woman. I am not very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 36 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 36 years old. I am a woman. I am somewhat interested in politics."
,I like to discuss politics with my family and friends.,I do not attend church.,I am 25 years old.,I am a woman.,I am somewhat interested in politics.,,I like to discuss politics with my family and friends. I do not attend church. I am 25 years old. I am a woman. I am somewhat interested in politics.
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 55 years old.,I am a woman.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 55 years old. I am a woman. I am very interested in politics."
"Racially, I am black.",I like to discuss politics with my family and friends.,I attend church.,I am 33 years old.,I am a man.,I am very interested in politics.,,"Racially, I am black. I like to discuss politics with my family and friends. I attend church. I am 33 years old. I am a man. I am very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 78 years old.,I am a man.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 78 years old. I am a man. I am very interested in politics."
"Racially, I am asian.",,I attend church.,I am 51 years old.,I am a woman.,,,"Racially, I am asian. I attend church. I am 51 years old. I am a woman."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 80 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 80 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 47 years old.,I am a woman.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 47 years old. I am a woman. I am very interested in politics."
"Racially, I am asian.",I like to discuss politics with my family and friends.,I attend church.,I am 55 years old.,I am a woman.,I am not very interested in politics.,,"Racially, I am asian. I like to discuss politics with my family and friends. I attend church. I am 55 years old. I am a woman. I am not very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 18 years old.,I am a woman.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 18 years old. I am a woman. I am very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 65 years old.,I am a man.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 65 years old. I am a man. I am very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 43 years old.,I am a woman.,I am not very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 43 years old. I am a woman. I am not very interested in politics."
"Racially, I am asian.",I like to discuss politics with my family and friends.,I do not attend church.,I am 72 years old.,I am a man.,I am very interested in politics.,,"Racially, I am asian. I like to discuss politics with my family and friends. I do not attend church. I am 72 years old. I am a man. I am very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 51 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 51 years old. I am a man. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 35 years old.,I am a man.,I am not very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 35 years old. I am a man. I am not very interested in politics."
"Racially, I am white.",,I do not attend church.,I am 69 years old.,I am a man.,,,"Racially, I am white. I do not attend church. I am 69 years old. I am a man."
"Racially, I am asian.",I like to discuss politics with my family and friends.,I do not attend church.,I am 75 years old.,I am a man.,I am not at all interested in politics.,,"Racially, I am asian. I like to discuss politics with my family and friends. I do not attend church. I am 75 years old. I am a man. I am not at all interested in politics."
"Racially, I am white.",,I attend church.,I am 63 years old.,I am a woman.,,,"Racially, I am white. I attend church. I am 63 years old. I am a woman."
"Racially, I am white.",I never discuss politics with my family or friends.,I attend church.,I am 80 years old.,I am a woman.,I am not very interested in politics.,,"Racially, I am white. I never discuss politics with my family or friends. I attend church. I am 80 years old. I am a woman. I am not very interested in politics."
"Racially, I am asian.",I like to discuss politics with my family and friends.,I attend church.,I am 33 years old.,I am a woman.,I am not at all interested in politics.,,"Racially, I am asian. I like to discuss politics with my family and friends. I attend church. I am 33 years old. I am a woman. I am not at all interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 68 years old.,I am a man.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 68 years old. I am a man. I am very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 27 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 27 years old. I am a woman. I am somewhat interested in politics."
,,I attend church.,I am 27 years old.,I am a man.,,,I attend church. I am 27 years old. I am a man.
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 33 years old.,I am a woman.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 33 years old. I am a woman. I am very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 30 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 30 years old. I am a man. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 53 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 53 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am white.",,I do not attend church.,I am 58 years old.,I am a man.,,,"Racially, I am white. I do not attend church. I am 58 years old. I am a man."
"Racially, I am black.",I like to discuss politics with my family and friends.,I do not attend church.,I am 27 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am black. I like to discuss politics with my family and friends. I do not attend church. I am 27 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 50 years old.,I am a man.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 50 years old. I am a man. I am very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am a man. I am somewhat interested in politics."
"Racially, I am asian.",I like to discuss politics with my family and friends.,I do not attend church.,I am 37 years old.,I am a woman.,I am very interested in politics.,,"Racially, I am asian. I like to discuss politics with my family and friends. I do not attend church. I am 37 years old. I am a woman. I am very interested in politics."
"Racially, I am white.",I never discuss politics with my family or friends.,I attend church.,I am 63 years old.,I am a man.,I am not at all interested in politics.,,"Racially, I am white. I never discuss politics with my family or friends. I attend church. I am 63 years old. I am a man. I am not at all interested in politics."
"Racially, I am native American.",,I do not attend church.,I am 19 years old.,I am a woman.,,,"Racially, I am native American. I do not attend church. I am 19 years old. I am a woman."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 25 years old.,I am a woman.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 25 years old. I am a woman. I am very interested in politics."
"Racially, I am hispanic.",I like to discuss politics with my family and friends.,I do not attend church.,I am 71 years old.,I am a woman.,I am not very interested in politics.,,"Racially, I am hispanic. I like to discuss politics with my family and friends. I do not attend church. I am 71 years old. I am a woman. I am not very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 55 years old.,I am a man.,I am not very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 55 years old. I am a man. I am not very interested in politics."
"Racially, I am white.",,I attend church.,I am 29 years old.,I am a woman.,,,"Racially, I am white. I attend church. I am 29 years old. I am a woman."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 52 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 52 years old. I am a man. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 31 years old.,I am a woman.,I am not very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 31 years old. I am a woman. I am not very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 52 years old.,I am a woman.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 52 years old. I am a woman. I am very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 66 years old.,I am a man.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 66 years old. I am a man. I am very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 66 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 66 years old. I am a man. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 57 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 57 years old. I am a man. I am somewhat interested in politics."
,I like to discuss politics with my family and friends.,I attend church.,I am 39 years old.,I am a man.,I am not very interested in politics.,,I like to discuss politics with my family and friends. I attend church. I am 39 years old. I am a man. I am not very interested in politics.
,I like to discuss politics with my family and friends.,I do not attend church.,I am 21 years old.,I am a man.,I am somewhat interested in politics.,,I like to discuss politics with my family and friends. I do not attend church. I am 21 years old. I am a man. I am somewhat interested in politics.
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 34 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 34 years old. I am a man. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am a man. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 35 years old.,I am a man.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 35 years old. I am a man. I am very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 80 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 80 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am white.",,I attend church.,I am 26 years old.,I am a man.,,,"Racially, I am white. I attend church. I am 26 years old. I am a man."
"Racially, I am asian.",I like to discuss politics with my family and friends.,I do not attend church.,I am 75 years old.,I am a woman.,I am not at all interested in politics.,,"Racially, I am asian. I like to discuss politics with my family and friends. I do not attend church. I am 75 years old. I am a woman. I am not at all interested in politics."
"Racially, I am hispanic.",,I attend church.,I am 34 years old.,I am a man.,,,"Racially, I am hispanic. I attend church. I am 34 years old. I am a man."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 43 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 43 years old. I am a man. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 21 years old.,I am a woman.,I am not very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 21 years old. I am a woman. I am not very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 25 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 25 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am asian.",I like to discuss politics with my family and friends.,I attend church.,I am 45 years old.,I am a man.,I am not at all interested in politics.,,"Racially, I am asian. I like to discuss politics with my family and friends. I attend church. I am 45 years old. I am a man. I am not at all interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 35 years old.,I am a man.,I am not very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 35 years old. I am a man. I am not very interested in politics."
"Racially, I am asian.",,I do not attend church.,I am 18 years old.,I am a man.,,,"Racially, I am asian. I do not attend church. I am 18 years old. I am a man."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 39 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 39 years old. I am a man. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 71 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 71 years old. I am a man. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,,I am a woman.,I am not very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am a woman. I am not very interested in politics."
"Racially, I am asian.",,I do not attend church.,I am 55 years old.,I am a woman.,,,"Racially, I am asian. I do not attend church. I am 55 years old. I am a woman."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am a man. I am somewhat interested in politics."
,,I attend church.,I am 78 years old.,I am a woman.,,,I attend church. I am 78 years old. I am a woman.
"Racially, I am white.",I never discuss politics with my family or friends.,I do not attend church.,I am 44 years old.,I am a woman.,I am not very interested in politics.,,"Racially, I am white. I never discuss politics with my family or friends. I do not attend church. I am 44 years old. I am a woman. I am not very interested in politics."
"Racially, I am native American.",I never discuss politics with my family or friends.,I do not attend church.,I am 68 years old.,I am a woman.,I am not at all interested in politics.,,"Racially, I am native American. I never discuss politics with my family or friends. I do not attend church. I am 68 years old. I am a woman. I am not at all interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 35 years old.,I am a woman.,I am not very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 35 years old. I am a woman. I am not very interested in politics."
"Racially, I am native American.",I like to discuss politics with my family and friends.,I do not attend church.,I am 63 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am native American. I like to discuss politics with my family and friends. I do not attend church. I am 63 years old. I am a man. I am somewhat interested in politics."
"Racially, I am white.",I never discuss politics with my family or friends.,I attend church.,I am 72 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I never discuss politics with my family or friends. I attend church. I am 72 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 74 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 74 years old. I am a woman. I am somewhat interested in politics."
,,I attend church.,,I am a man.,,,I attend church. I am a man.
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 76 years old.,I am a woman.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 76 years old. I am a woman. I am very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 26 years old.,I am a woman.,I am not at all interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 26 years old. I am a woman. I am not at all interested in politics."
"Racially, I am black.",I like to discuss politics with my family and friends.,I do not attend church.,I am 39 years old.,I am a woman.,I am not very interested in politics.,,"Racially, I am black. I like to discuss politics with my family and friends. I do not attend church. I am 39 years old. I am a woman. I am not very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 31 years old.,I am a woman.,I am not very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 31 years old. I am a woman. I am not very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 34 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 34 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 38 years old.,I am a woman.,,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 38 years old. I am a woman."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 58 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 58 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 63 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 63 years old. I am a man. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 73 years old.,I am a man.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 73 years old. I am a man. I am very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 43 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 43 years old. I am a man. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 80 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 80 years old. I am a man. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 29 years old.,I am a woman.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 29 years old. I am a woman. I am very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 71 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 71 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 49 years old.,I am a woman.,I am not very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 49 years old. I am a woman. I am not very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 63 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 63 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 34 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 34 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 65 years old.,I am a woman.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 65 years old. I am a woman. I am very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 31 years old.,I am a woman.,I am not at all interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 31 years old. I am a woman. I am not at all interested in politics."
"Racially, I am white.",,I attend church.,I am 79 years old.,I am a woman.,,,"Racially, I am white. I attend church. I am 79 years old. I am a woman."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 67 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 67 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am asian.",I like to discuss politics with my family and friends.,I do not attend church.,I am 65 years old.,I am a man.,I am not very interested in politics.,,"Racially, I am asian. I like to discuss politics with my family and friends. I do not attend church. I am 65 years old. I am a man. I am not very interested in politics."
"Racially, I am asian.",,I attend church.,I am 30 years old.,I am a man.,,,"Racially, I am asian. I attend church. I am 30 years old. I am a man."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 50 years old.,I am a woman.,I am not very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 50 years old. I am a woman. I am not very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 71 years old.,I am a man.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 71 years old. I am a man. I am very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 73 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 73 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 50 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 50 years old. I am a man. I am somewhat interested in politics."
,,I do not attend church.,I am 30 years old.,I am a woman.,,,I do not attend church. I am 30 years old. I am a woman.
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 41 years old.,I am a woman.,I am not very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 41 years old. I am a woman. I am not very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am a woman. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 18 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 18 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 77 years old.,I am a man.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 77 years old. I am a man. I am very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 19 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 19 years old. I am a man. I am somewhat interested in politics."
"Racially, I am asian.",I never discuss politics with my family or friends.,I do not attend church.,I am 40 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am asian. I never discuss politics with my family or friends. I do not attend church. I am 40 years old. I am a man. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 74 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 74 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 37 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 37 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 75 years old.,I am a woman.,I am not very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 75 years old. I am a woman. I am not very interested in politics."
"Racially, I am asian.",,I attend church.,I am 37 years old.,I am a woman.,,,"Racially, I am asian. I attend church. I am 37 years old. I am a woman."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 80 years old.,I am a woman.,I am not at all interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 80 years old. I am a woman. I am not at all interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 69 years old.,I am a woman.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 69 years old. I am a woman. I am very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 59 years old.,I am a woman.,I am not very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 59 years old. I am a woman. I am not very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 22 years old.,I am a man.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 22 years old. I am a man. I am very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I attend church.,I am 30 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 30 years old. I am a man. I am somewhat interested in politics."
"Racially, I am black.",I like to discuss politics with my family and friends.,I do not attend church.,I am 44 years old.,I am a woman.,I am very interested in politics.,,"Racially, I am black. I like to discuss politics with my family and friends. I do not attend church. I am 44 years old. I am a woman. I am very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 64 years old.,I am a woman.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 64 years old. I am a woman. I am very interested in politics."
,,I attend church.,I am 40 years old.,I am a man.,,,I attend church. I am 40 years old. I am a man.
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 61 years old.,I am a man.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 61 years old. I am a man. I am very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 29 years old.,I am a man.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 29 years old. I am a man. I am very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,I do not attend church.,I am 78 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 78 years old. I am a woman. I am somewhat interested in politics."
