V201549x,V202022,V201200,V201231x,V201452,V201507x,V201600,V202406,V201007d,profile
"Racially, I am asian.",I like to discuss politics with my family and friends.,,"Politically, I am an independent who leans Democratic.",I attend church.,I am 33 years old.,I am a woman.,I am not at all interested in politics.,,"Racially, I am asian. I like to discuss politics with my family and friends. Politically, I am an independent who leans Democratic. I attend church. I am 33 years old. I am a woman. I am not at all interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am slightly liberal.","Politically, I am an independent who leans Democratic.",I do not attend church.,I am 68 years old.,I am a man.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am slightly liberal. Politically, I am an independent who leans Democratic. I do not attend church. I am 68 years old. I am a man. I am very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am conservative.","Politically, I am a strong Republican.",I attend church.,I am 27 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am conservative. Politically, I am a strong Republican. I attend church. I am 27 years old. I am a woman. I am somewhat interested in politics."
,,"Ideologically, I am conservative.","Politically, I am an independent who leans Republican.",I attend church.,I am 27 years old.,I am a man.,,,"Ideologically, I am conservative. Politically, I am an independent who leans Republican. I attend church. I am 27 years old. I am a man."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am moderate.","Politically, I am an independent who leans Republican.",I attend church.,I am 33 years old.,I am a woman.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am moderate. Politically, I am an independent who leans Republican. I attend church. I am 33 years old. I am a woman. I am very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am extremely conservative.","Politically, I am an independent who leans Republican.",I attend church.,I am 30 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am extremely conservative. Politically, I am an independent who leans Republican. I attend church. I am 30 years old. I am a man. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am liberal.","Politically, I am a strong Democrat.",I attend church.,I am 53 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am liberal. Politically, I am a strong Democrat. I attend church. I am 53 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am white.",,,"Politically, I am a weak Republican.",I do not attend church.,I am 58 years old.,I am a man.,,,"Racially, I am white. Politically, I am a weak Republican. I do not attend church. I am 58 years old. I am a man."
"Racially, I am black.",I like to discuss politics with my family and friends.,"Ideologically, I am slightly liberal.","Politically, I am an independent who leans Democratic.",I do not attend church.,I am 27 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am black. I like to discuss politics with my family and friends. Ideologically, I am slightly liberal. Politically, I am an independent who leans Democratic. I do not attend church. I am 27 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am conservative.","Politically, I am a strong Republican.",I do not attend church.,I am 50 years old.,I am a man.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am conservative. Politically, I am a strong Republican. I do not attend church. I am 50 years old. I am a man. I am very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am conservative.","Politically, I am a weak Republican.",I attend church.,,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am conservative. Politically, I am a weak Republican. I attend church. I am a man. I am somewhat interested in politics."
"Racially, I am asian.",I like to discuss politics with my family and friends.,"Ideologically, I am moderate.","Politically, I am a weak Democrat.",I do not attend church.,I am 37 years old.,I am a woman.,I am very interested in politics.,,"Racially, I am asian. I like to discuss politics with my family and friends. Ideologically, I am moderate. Politically, I am a weak Democrat. I do not attend church. I am 37 years old. I am a woman. I am very interested in politics."
"Racially, I am white.",I never discuss politics with my family or friends.,"Ideologically, I am slightly conservative.","Politically, I am an independent who leans Republican.",I attend church.,I am 63 years old.,I am a man.,I am not at all interested in politics.,,"Racially, I am white. I never discuss politics with my family or friends. Ideologically, I am slightly conservative. Politically, I am an independent who leans Republican. I attend church. I am 63 years old. I am a man. I am not at all interested in politics."
"Racially, I am native American.",,"Ideologically, I am moderate.","Politically, I am a weak Democrat.",I do not attend church.,I am 19 years old.,I am a woman.,,,"Racially, I am native American. Ideologically, I am moderate. Politically, I am a weak Democrat. I do not attend church. I am 19 years old. I am a woman."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am liberal.","Politically, I am a strong Democrat.",I do not attend church.,I am 25 years old.,I am a woman.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am liberal. Politically, I am a strong Democrat. I do not attend church. I am 25 years old. I am a woman. I am very interested in politics."
"Racially, I am hispanic.",I like to discuss politics with my family and friends.,,"Politically, I am an independent who leans Republican.",I do not attend church.,I am 71 years old.,I am a woman.,I am not very interested in politics.,,"Racially, I am hispanic. I like to discuss politics with my family and friends. Politically, I am an independent who leans Republican. I do not attend church. I am 71 years old. I am a woman. I am not very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,,"Politically, I am an independent who leans Democratic.",I attend church.,I am 55 years old.,I am a man.,I am not very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Politically, I am an independent who leans Democratic. I attend church. I am 55 years old. I am a man. I am not very interested in politics."
"Racially, I am white.",,"Ideologically, I am extremely conservative.","Politically, I am a strong Republican.",I attend church.,I am 29 years old.,I am a woman.,,,"Racially, I am white. Ideologically, I am extremely conservative. Politically, I am a strong Republican. I attend church. I am 29 years old. I am a woman."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am conservative.","Politically, I am a strong Republican.",I do not attend church.,I am 52 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am conservative. Politically, I am a strong Republican. I do not attend church. I am 52 years old. I am a man. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am slightly liberal.","Politically, I am a weak Democrat.",I do not attend church.,I am 31 years old.,I am a woman.,I am not very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am slightly liberal. Politically, I am a weak Democrat. I do not attend church. I am 31 years old. I am a woman. I am not very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am slightly conservative.","Politically, I am a strong Republican.",I attend church.,I am 52 years old.,I am a woman.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am slightly conservative. Politically, I am a strong Republican. I attend church. I am 52 years old. I am a woman. I am very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am conservative.","Politically, I am a strong Republican.",I attend church.,I am 66 years old.,I am a man.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am conservative. Politically, I am a strong Republican. I attend church. I am 66 years old. I am a man. I am very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am moderate.","Politically, I am a strong Republican.",I do not attend church.,I am 66 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am moderate. Politically, I am a strong Republican. I do not attend church. I am 66 years old. I am a man. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am conservative.","Politically, I am a strong Republican.",I attend church.,I am 57 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am conservative. Politically, I am a strong Republican. I attend church. I am 57 years old. I am a man. I am somewhat interested in politics."
,I like to discuss politics with my family and friends.,"Ideologically, I am slightly conservative.","Politically, I am a weak Republican.",I attend church.,I am 39 years old.,I am a man.,I am not very interested in politics.,,"I like to discuss politics with my family and friends. Ideologically, I am slightly conservative. Politically, I am a weak Republican. I attend church. I am 39 years old. I am a man. I am not very interested in politics."
,I like to discuss politics with my family and friends.,"Ideologically, I am slightly liberal.","Politically, I am an independent who leans Democratic.",I do not attend church.,I am 21 years old.,I am a man.,I am somewhat interested in politics.,,"I like to discuss politics with my family and friends. Ideologically, I am slightly liberal. Politically, I am an independent who leans Democratic. I do not attend church. I am 21 years old. I am a man. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am slightly conservative.","Politically, I am a strong Republican.",I do not attend church.,I am 34 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am slightly conservative. Politically, I am a strong Republican. I do not attend church. I am 34 years old. I am a man. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am slightly conservative.","Politically, I am a strong Republican.",I attend church.,,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am slightly conservative. Politically, I am a strong Republican. I attend church. I am a man. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am slightly conservative.","Politically, I am an independent.",I do not attend church.,I am 35 years old.,I am a man.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am slightly conservative. Politically, I am an independent. I do not attend church. I am 35 years old. I am a man. I am very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am slightly liberal.","Politically, I am an independent who leans Democratic.",I attend church.,I am 80 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am slightly liberal. Politically, I am an independent who leans Democratic. I attend church. I am 80 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am white.",,"Ideologically, I am moderate.","Politically, I am a strong Republican.",I attend church.,I am 26 years old.,I am a man.,,,"Racially, I am white. Ideologically, I am moderate. Politically, I am a strong Republican. I attend church. I am 26 years old. I am a man."
"Racially, I am asian.",I like to discuss politics with my family and friends.,"Ideologically, I am moderate.","Politically, I am an independent who leans Democratic.",I do not attend church.,I am 75 years old.,I am a woman.,I am not at all interested in politics.,,"Racially, I am asian. I like to discuss politics with my family and friends. Ideologically, I am moderate. Politically, I am an independent who leans Democratic. I do not attend church. I am 75 years old. I am a woman. I am not at all interested in politics."
"Racially, I am hispanic.",,"Ideologically, I am conservative.","Politically, I am a strong Republican.",I attend church.,I am 34 years old.,I am a man.,,,"Racially, I am hispanic. Ideologically, I am conservative. Politically, I am a strong Republican. I attend church. I am 34 years old. I am a man."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am moderate.","Politically, I am a weak Republican.",I do not attend church.,I am 43 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am moderate. Politically, I am a weak Republican. I do not attend church. I am 43 years old. I am a man. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am slightly liberal.","Politically, I am a strong Democrat.",I attend church.,I am 21 years old.,I am a woman.,I am not very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am slightly liberal. Politically, I am a strong Democrat. I attend church. I am 21 years old. I am a woman. I am not very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am liberal.","Politically, I am an independent who leans Democratic.",I do not attend church.,I am 25 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am liberal. Politically, I am an independent who leans Democratic. I do not attend church. I am 25 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am asian.",I like to discuss politics with my family and friends.,"Ideologically, I am extremely conservative.","Politically, I am a strong Democrat.",I attend church.,I am 45 years old.,I am a man.,I am not at all interested in politics.,,"Racially, I am asian. I like to discuss politics with my family and friends. Ideologically, I am extremely conservative. Politically, I am a strong Democrat. I attend church. I am 45 years old. I am a man. I am not at all interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,,"Politically, I am a strong Republican.",I do not attend church.,I am 35 years old.,I am a man.,I am not very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Politically, I am a strong Republican. I do not attend church. I am 35 years old. I am a man. I am not very interested in politics."
"Racially, I am asian.",,"Ideologically, I am slightly liberal.","Politically, I am an independent who leans Democratic.",I do not attend church.,I am 18 years old.,I am a man.,,,"Racially, I am asian. Ideologically, I am slightly liberal. Politically, I am an independent who leans Democratic. I do not attend church. I am 18 years old. I am a man."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am slightly conservative.","Politically, I am an independent who leans Republican.",I do not attend church.,I am 39 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am slightly conservative. Politically, I am an independent who leans Republican. I do not attend church. I am 39 years old. I am a man. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am conservative.","Politically, I am a strong Republican.",I do not attend church.,I am 71 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am conservative. Politically, I am a strong Republican. I do not attend church. I am 71 years old. I am a man. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am moderate.","Politically, I am an independent who leans Democratic.",I do not attend church.,,I am a woman.,I am not very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am moderate. Politically, I am an independent who leans Democratic. I do not attend church. I am a woman. I am not very interested in politics."
"Racially, I am asian.",,"Ideologically, I am moderate.","Politically, I am a strong Democrat.",I do not attend church.,I am 55 years old.,I am a woman.,,,"Racially, I am asian. Ideologically, I am moderate. Politically, I am a strong Democrat. I do not attend church. I am 55 years old. I am a woman."
"Racially, I am white.",I like to discuss politics with my family and friends.,,"Politically, I am a strong Republican.",I do not attend church.,,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Politically, I am a strong Republican. I do not attend church. I am a man. I am somewhat interested in politics."
,,,,I attend church.,I am 78 years old.,I am a woman.,,,I attend church. I am 78 years old. I am a woman.
"Racially, I am white.",I never discuss politics with my family or friends.,"Ideologically, I am slightly liberal.","Politically, I am a weak Democrat.",I do not attend church.,I am 44 years old.,I am a woman.,I am not very interested in politics.,,"Racially, I am white. I never discuss politics with my family or friends. Ideologically, I am slightly liberal. Politically, I am a weak Democrat. I do not attend church. I am 44 years old. I am a woman. I am not very interested in politics."
"Racially, I am native American.",I never discuss politics with my family or friends.,,"Politically, I am a weak Democrat.",I do not attend church.,I am 68 years old.,I am a woman.,I am not at all interested in politics.,,"Racially, I am native American. I never discuss politics with my family or friends. Politically, I am a weak Democrat. I do not attend church. I am 68 years old. I am a woman. I am not at all interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am moderate.","Politically, I am a weak Democrat.",I do not attend church.,I am 35 years old.,I am a woman.,I am not very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am moderate. Politically, I am a weak Democrat. I do not attend church. I am 35 years old. I am a woman. I am not very interested in politics."
"Racially, I am native American.",I like to discuss politics with my family and friends.,"Ideologically, I am moderate.","Politically, I am a strong Democrat.",I do not attend church.,I am 63 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am native American. I like to discuss politics with my family and friends. Ideologically, I am moderate. Politically, I am a strong Democrat. I do not attend church. I am 63 years old. I am a man. I am somewhat interested in politics."
"Racially, I am white.",I never discuss politics with my family or friends.,,"Politically, I am an independent.",I attend church.,I am 72 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I never discuss politics with my family or friends. Politically, I am an independent. I attend church. I am 72 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am slightly liberal.","Politically, I am a strong Democrat.",I attend church.,I am 74 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am slightly liberal. Politically, I am a strong Democrat. I attend church. I am 74 years old. I am a woman. I am somewhat interested in politics."
,,,"Politically, I am an independent who leans Democratic.",I attend church.,,I am a man.,,,"Politically, I am an independent who leans Democratic. I attend church. I am a man."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am moderate.","Politically, I am a strong Democrat.",I attend church.,I am 76 years old.,I am a woman.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am moderate. Politically, I am a strong Democrat. I attend church. I am 76 years old. I am a woman. I am very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,,"Politically, I am an independent.",I do not attend church.,I am 26 years old.,I am a woman.,I am not at all interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Politically, I am an independent. I do not attend church. I am 26 years old. I am a woman. I am not at all interested in politics."
"Racially, I am black.",I like to discuss politics with my family and friends.,"Ideologically, I am slightly liberal.","Politically, I am a weak Democrat.",I do not attend church.,I am 39 years old.,I am a woman.,I am not very interested in politics.,,"Racially, I am black. I like to discuss politics with my family and friends. Ideologically, I am slightly liberal. Politically, I am a weak Democrat. I do not attend church. I am 39 years old. I am a woman. I am not very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am moderate.","Politically, I am an independent.",I do not attend church.,I am 31 years old.,I am a woman.,I am not very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am moderate. Politically, I am an independent. I do not attend church. I am 31 years old. I am a woman. I am not very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,,"Politically, I am a weak Republican.",I do not attend church.,I am 34 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Politically, I am a weak Republican. I do not attend church. I am 34 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,,"Politically, I am a weak Republican.",I attend church.,I am 38 years old.,I am a woman.,,,"Racially, I am white. I like to discuss politics with my family and friends. Politically, I am a weak Republican. I attend church. I am 38 years old. I am a woman."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am slightly conservative.","Politically, I am a strong Republican.",I attend church.,I am 58 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am slightly conservative. Politically, I am a strong Republican. I attend church. I am 58 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am slightly liberal.","Politically, I am an independent who leans Democratic.",I do not attend church.,I am 63 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am slightly liberal. Politically, I am an independent who leans Democratic. I do not attend church. I am 63 years old. I am a man. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am extremely liberal.","Politically, I am a strong Democrat.",I do not attend church.,I am 73 years old.,I am a man.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am extremely liberal. Politically, I am a strong Democrat. I do not attend church. I am 73 years old. I am a man. I am very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am slightly conservative.","Politically, I am an independent who leans Republican.",I do not attend church.,I am 43 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am slightly conservative. Politically, I am an independent who leans Republican. I do not attend church. I am 43 years old. I am a man. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am conservative.","Politically, I am an independent who leans Republican.",I attend church.,I am 80 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am conservative. Politically, I am an independent who leans Republican. I attend church. I am 80 years old. I am a man. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am slightly liberal.","Politically, I am a strong Democrat.",I attend church.,I am 29 years old.,I am a woman.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am slightly liberal. Politically, I am a strong Democrat. I attend church. I am 29 years old. I am a woman. I am very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am moderate.","Politically, I am an independent who leans Democratic.",I attend church.,I am 71 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am moderate. Politically, I am an independent who leans Democratic. I attend church. I am 71 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,,"Politically, I am a strong Republican.",I attend church.,I am 49 years old.,I am a woman.,I am not very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Politically, I am a strong Republican. I attend church. I am 49 years old. I am a woman. I am not very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am slightly liberal.","Politically, I am an independent.",I do not attend church.,I am 63 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am slightly liberal. Politically, I am an independent. I do not attend church. I am 63 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am extremely liberal.","Politically, I am an independent who leans Democratic.",I do not attend church.,I am 34 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am extremely liberal. Politically, I am an independent who leans Democratic. I do not attend church. I am 34 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am liberal.","Politically, I am an independent who leans Democratic.",I do not attend church.,I am 65 years old.,I am a woman.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am liberal. Politically, I am an independent who leans Democratic. I do not attend church. I am 65 years old. I am a woman. I am very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am conservative.","Politically, I am a weak Republican.",I do not attend church.,I am 31 years old.,I am a woman.,I am not at all interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am conservative. Politically, I am a weak Republican. I do not attend church. I am 31 years old. I am a woman. I am not at all interested in politics."
"Racially, I am white.",,"Ideologically, I am moderate.","Politically, I am an independent.",I attend church.,I am 79 years old.,I am a woman.,,,"Racially, I am white. Ideologically, I am moderate. Politically, I am an independent. I attend church. I am 79 years old. I am a woman."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am conservative.","Politically, I am a strong Republican.",I do not attend church.,I am 67 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am conservative. Politically, I am a strong Republican. I do not attend church. I am 67 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am asian.",I like to discuss politics with my family and friends.,,"Politically, I am a weak Democrat.",I do not attend church.,I am 65 years old.,I am a man.,I am not very interested in politics.,,"Racially, I am asian. I like to discuss politics with my family and friends. Politically, I am a weak Democrat. I do not attend church. I am 65 years old. I am a man. I am not very interested in politics."
"Racially, I am asian.",,"Ideologically, I am moderate.","Politically, I am a strong Democrat.",I attend church.,I am 30 years old.,I am a man.,,,"Racially, I am asian. Ideologically, I am moderate. Politically, I am a strong Democrat. I attend church. I am 30 years old. I am a man."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am slightly liberal.","Politically, I am an independent who leans Democratic.",I do not attend church.,I am 50 years old.,I am a woman.,I am not very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am slightly liberal. Politically, I am an independent who leans Democratic. I do not attend church. I am 50 years old. I am a woman. I am not very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am liberal.","Politically, I am a strong Democrat.",I do not attend church.,I am 71 years old.,I am a man.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am liberal. Politically, I am a strong Democrat. I do not attend church. I am 71 years old. I am a man. I am very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am liberal.","Politically, I am a strong Democrat.",I do not attend church.,I am 73 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am liberal. Politically, I am a strong Democrat. I do not attend church. I am 73 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am slightly conservative.","Politically, I am a weak Republican.",I attend church.,I am 50 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am slightly conservative. Politically, I am a weak Republican. I attend church. I am 50 years old. I am a man. I am somewhat interested in politics."
,,"Ideologically, I am slightly liberal.","Politically, I am a weak Democrat.",I do not attend church.,I am 30 years old.,I am a woman.,,,"Ideologically, I am slightly liberal. Politically, I am a weak Democrat. I do not attend church. I am 30 years old. I am a woman."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am liberal.","Politically, I am a weak Democrat.",I attend church.,I am 41 years old.,I am a woman.,I am not very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am liberal. Politically, I am a weak Democrat. I attend church. I am 41 years old. I am a woman. I am not very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am conservative.","Politically, I am a strong Republican.",I attend church.,,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am conservative. Politically, I am a strong Republican. I attend church. I am a woman. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am extremely conservative.","Politically, I am a strong Republican.",I attend church.,I am 18 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am extremely conservative. Politically, I am a strong Republican. I attend church. I am 18 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am moderate.","Politically, I am a strong Republican.",I do not attend church.,I am 77 years old.,I am a man.,I am very interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am moderate. Politically, I am a strong Republican. I do not attend church. I am 77 years old. I am a man. I am very interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am slightly liberal.","Politically, I am a strong Democrat.",I attend church.,I am 19 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am slightly liberal. Politically, I am a strong Democrat. I attend church. I am 19 years old. I am a man. I am somewhat interested in politics."
"Racially, I am asian.",I never discuss politics with my family or friends.,"Ideologically, I am moderate.","Politically, I am an independent.",I do not attend church.,I am 40 years old.,I am a man.,I am somewhat interested in politics.,,"Racially, I am asian. I never discuss politics with my family or friends. Ideologically, I am moderate. Politically, I am an independent. I do not attend church. I am 40 years old. I am a man. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am conservative.","Politically, I am a strong Republican.",I attend church.,I am 74 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am conservative. Politically, I am a strong Republican. I attend church. I am 74 years old. I am a woman. I am somewhat interested in politics."
"Racially, I am white.",I like to discuss politics with my family and friends.,"Ideologically, I am liberal.","Politically, I am a strong Democrat.",I do not attend church.,I am 37 years old.,I am a woman.,I am somewhat interested in politics.,,"Racially, I am white. I like to discuss politics with my family and friends. Ideologically, I am liberal. Politically, I am a strong Democrat. I do not attend church. I am 37 years old. I am a woman. I am somewhat interested in politics."
